"D_Gemeente";"D_Postnummer";"D_GemeenteNaam";"D_LandCode"
"647";"8740";"Egem";"BEL"
"648";"8630";"Eggewaartskapelle";"BEL"
"649";"5310";"Eghez?e";"BEL"
"650";"4120";"Ehein";"BEL"
"651";"3740";"Eigenbilzen";"BEL"
"652";"2430";"Eindhout";"BEL"
"653";"9700";"Eine";"BEL"
"654";"3630";"Eisden";"BEL"
"655";"9810";"Eke";"BEL"
"656";"2180";"Ekeren (Antwerpen)";"BEL"
"657";"9160";"Eksaarde";"BEL"
"658";"3941";"Eksel";"BEL"
"659";"3650";"Elen";"BEL"
"660";"9620";"Elene";"BEL"
"661";"1982";"Elewijt";"BEL"
"662";"3400";"Eliksem";"BEL"
"663";"1671";"Elingen";"BEL"
"664";"4590";"Ellemelle";"BEL"
"665";"7890";"Ellezelles";"BEL"
"666";"7910";"Ellignies-lez-Frasnes";"BEL"
"667";"7972";"Ellignies-Sainte-Anne";"BEL"
"668";"3670";"Ellikom";"BEL"
"669";"7370";"Elouges";"BEL"
"670";"9790";"Elsegem";"BEL"
"671";"4750";"Elsenborn";"BEL"
"672";"1050";"Elsene";"BEL"
"673";"9660";"Elst";"BEL"
"674";"8906";"Elverdinge";"BEL"
"675";"9140";"Elversele";"BEL"
"676";"2520";"Emblem";"BEL"
"677";"4053";"Embourg";"BEL"
"678";"8870";"Emelgem";"BEL"
"679";"5080";"Emines";"BEL"
"680";"5363";"Emptinne";"BEL"
"681";"9700";"Ename";"BEL"
"682";"3800";"Engelmanshoven";"BEL"
"683";"7850";"Enghien";"BEL"
"684";"4480";"Engis";"BEL"
"685";"1350";"Enines";"BEL"
"686";"4800";"Ensival";"BEL"
"687";"7134";"Epinois";"BEL"
"688";"1980";"Eppegem";"BEL"
"689";"5580";"Eprave";"BEL"
"690";"7050";"Erbaut";"BEL"
"691";"7050";"Erbisoeul";"BEL"
"692";"7500";"Ere";"BEL"
"693";"9320";"Erembodegem (Aalst)";"BEL"
"694";"6997";"Erez?e";"BEL"
"695";"5644";"Ermeton-sur-Biert";"BEL"
"696";"5030";"Ernage";"BEL"
"697";"6972";"Erneuville";"BEL"
"698";"4920";"Ernonheid";"BEL"
"699";"9420";"Erondegem";"BEL"
"700";"9420";"Erpe";"BEL"
"701";"9420";"Erpe-Mere";"BEL"
"702";"5101";"Erpent";"BEL"
"703";"6441";"Erpion";"BEL"
"704";"3071";"Erps-Kwerps";"BEL"
"705";"6560";"Erquelinnes";"BEL"
"706";"7387";"Erquennes";"BEL"
"707";"9940";"Ertvelde";"BEL"
"708";"9620";"Erwetegem";"BEL"
"709";"7760";"Escanaffles";"BEL"
"710";"8600";"Esen";"BEL"
"711";"4130";"Esneux";"BEL"
"712";"8587";"Espierres";"BEL"
"713";"8587";"Espierres-Helchin";"BEL"
"714";"7502";"Esplechin";"BEL"
"715";"7743";"Esquelmes";"BEL"
"716";"2910";"Essen";"BEL"
"717";"1790";"Essene";"BEL"
"718";"7730";"Estaimbourg";"BEL"
"719";"7730";"Estaimpuis";"BEL"
"720";"7120";"Estinnes";"BEL"
"721";"7120";"Estinnes-au-Mont";"BEL"
"722";"7120";"Estinnes-au-Val";"BEL"
"723";"6740";"Etalle";"BEL"
"724";"6760";"Ethe";"BEL"
"725";"9680";"Etikhove";"BEL"
"726";"8460";"Ettelgem";"BEL"
"727";"1040";"Etterbeek";"BEL"
"728";"7080";"Eugies (Frameries)";"BEL"
"729";"4700";"Eupen";"BEL"
"730";"1047";"Europees Parlement";"BEL"
"731";"4631";"Evegn?e";"BEL"
"732";"5350";"Evelette";"BEL"
"733";"9660";"Everbeek";"BEL"
"734";"3078";"Everberg";"BEL"
"735";"1140";"Evere";"BEL"
"736";"9940";"Evergem";"BEL"
"737";"7730";"Evregnies";"BEL"
"738";"5530";"Evrehailles";"BEL"
"739";"4731";"Eynatten";"BEL"
"740";"3400";"Ezemaal";"BEL"
"741";"4090";"F.B.A. (Forces Belges en Allemagne)";"BEL"
"742";"5600";"Fagnolle";"BEL"
"743";"4317";"Faimes";"BEL"
"744";"5522";"Fala?n";"BEL"
"745";"5060";"Falisolle";"BEL"
"746";"4260";"Fallais";"BEL"
"747";"5500";"Falmagne";"BEL"
"748";"5500";"Falmignoul";"BEL"
"749";"7181";"Familleureux";"BEL"
"750";"6240";"Farciennes";"BEL"
"751";"5340";"Faulx-les-Tombes";"BEL"
"752";"7120";"Fauroeulx";"BEL"
"753";"6637";"Fauvillers";"BEL"
"754";"4950";"Faymonville";"BEL"
"755";"6856";"Fays-les-Veneurs";"BEL"
"756";"7387";"Fayt-le-Franc";"BEL"
"757";"7170";"Fayt-lez-Manage";"BEL"
"758";"5570";"Felenne";"BEL"
"759";"7181";"Feluy";"BEL"
"760";"4607";"Feneur";"BEL"
"761";"5380";"Fernelmont";"BEL"
"762";"4190";"Ferri?res";"BEL"
"763";"5570";"Feschaux";"BEL"
"764";"4347";"Fexhe-le-Haut-Clocher";"BEL"
"765";"4458";"Fexhe-Slins";"BEL"
"766";"4181";"Filot";"BEL"
"767";"5560";"Finnevaux";"BEL"
"768";"4530";"Fize-Fontaine";"BEL"
"769";"4367";"Fize-le-Marsal";"BEL"
"770";"6686";"Flamierge";"BEL"
"771";"5620";"Flavion";"BEL"
"772";"5020";"Flawinne";"BEL"
"773";"4400";"Fl?malle";"BEL"
"774";"4400";"Fl?malle-Grande";"BEL"
"775";"4400";"Fl?malle-Haute";"BEL"
"776";"7012";"Fl?nu";"BEL"
"777";"4620";"Fl?ron";"BEL"
"778";"6220";"Fleurus";"BEL"
"779";"7880";"Flobecq";"BEL"
"780";"4540";"Fl?ne";"BEL"
"781";"5334";"Flor?e";"BEL"
"782";"5150";"Floreffe";"BEL"
"783";"5620";"Florennes";"BEL"
"784";"6820";"Florenville";"BEL"
"785";"5150";"Floriffoux";"BEL"
"786";"5370";"Flostoy";"BEL"
"787";"5572";"Focant";"BEL"
"788";"1212";"FOD Mobiliteit";"BEL"
"789";"1350";"Folx-les-Caves";"BEL"
"790";"6140";"Fontaine-l'Ev?que";"BEL"
"791";"6567";"Fontaine-Valmont";"BEL"
"792";"5650";"Fontenelle";"BEL"
"793";"6820";"Fontenoille";"BEL"
"794";"7643";"Fontenoy";"BEL"
"795";"4340";"Fooz";"BEL"
"796";"6141";"Forchies-la-Marche";"BEL"
"797";"1190";"Forest";"BEL"
"798";"7910";"Forest (Ht.)";"BEL"
"799";"4870";"For?t";"BEL"
"800";"6596";"Forge-Philippe";"BEL"
"801";"6464";"Forges";"BEL"
"802";"6953";"Forri?res";"BEL"
"803";"5380";"Forville";"BEL"
"804";"4980";"Fosse (Lg.)";"BEL"
"805";"5070";"Fosses-la-Ville";"BEL"
"806";"7830";"Fouleng";"BEL"
"807";"6440";"Fourbechies";"BEL"
"808";"3798";"Fouron-le-Comte";"BEL"
"809";"3790";"Fourons";"BEL"
"810";"3790";"Fouron-Saint-Martin";"BEL"
"811";"3792";"Fouron-Saint-Pierre";"BEL"
"812";"5504";"Foy-Notre-Dame";"BEL"
"813";"4870";"Fraipont";"BEL"
"814";"5650";"Fraire";"BEL"
"815";"4557";"Fraiture";"BEL"
"816";"7080";"Frameries";"BEL"
"817";"6853";"Framont";"BEL"
"818";"5600";"Franchimont";"BEL"
"819";"4970";"Francorchamps";"BEL"
"820";"5380";"Franc-Waret";"BEL"
"821";"5150";"Frani?re";"BEL"
"822";"5660";"Frasnes (Nam.)";"BEL"
"823";"7910";"Frasnes-lez-Anvaing";"BEL"
"824";"7911";"Frasnes-lez-Buissenal";"BEL"
"825";"6210";"Frasnes-lez-Gosselies";"BEL"
"826";"4347";"Freloux";"BEL"
"827";"6800";"Freux";"BEL"
"828";"6440";"Froidchapelle";"BEL"
"829";"5576";"Froidfontaine";"BEL"
"830";"7504";"Froidmont";"BEL"
"831";"6990";"Fronville";"BEL"
"832";"7503";"Froyennes";"BEL"
"833";"4260";"Fumal";"BEL"
"834";"5500";"Furfooz";"BEL"
"835";"5641";"Furnaux";"BEL"
"836";"1750";"Gaasbeek";"BEL"
"837";"7943";"Gages";"BEL"
"838";"7906";"Gallaix";"BEL"
"839";"1570";"Galmaarden";"BEL"
"840";"1083";"Ganshoren";"BEL"
"841";"7530";"Gaurain-Ramecroix (Tournai)";"BEL"
"842";"9890";"Gavere";"BEL"
"843";"5575";"Gedinne";"BEL"
"844";"2440";"Geel";"BEL"
"845";"4250";"Geer";"BEL"
"846";"1367";"Geest-G?rompont-Petit-Rosi?re";"BEL"
"847";"3450";"Geetbets";"BEL"
"848";"5024";"Gelbress?e";"BEL"
"849";"3800";"Gelinden";"BEL"
"850";"3620";"Gellik";"BEL"
"851";"3200";"Gelrode";"BEL"
"852";"8980";"Geluveld";"BEL"
"853";"8940";"Geluwe";"BEL"
"854";"6929";"Gembes";"BEL"
"855";"5030";"Gembloux";"BEL"
"856";"4851";"Gemmenich";"BEL"
"857";"1470";"Genappe";"BEL"
"858";"3600";"Genk";"BEL"
"859";"7040";"Genly";"BEL"
"860";"3770";"Genoelselderen";"BEL"
"861";"9000";"Gent";"BEL"
"862";"9050";"Gentbrugge";"BEL"
"863";"1450";"Gentinnes";"BEL"
"864";"1332";"Genval";"BEL"
"865";"9500";"Geraardsbergen";"BEL"
"866";"3960";"Gerdingen";"BEL"
"867";"5524";"Gerin";"BEL"
"868";"1367";"G?rompont";"BEL"
"869";"6769";"G?rouville";"BEL"
"870";"6280";"Gerpinnes";"BEL"
"871";"2590";"Gestel";"BEL"
"872";"5340";"Gesves";"BEL"
"873";"7822";"Ghislenghien";"BEL"
"874";"7011";"Ghlin";"BEL"
"875";"7863";"Ghoy";"BEL"
"876";"7823";"Gibecq";"BEL"
"877";"2275";"Gierle";"BEL"
"878";"8691";"Gijverinkhove";"BEL"
"879";"9308";"Gijzegem";"BEL"
"880";"8570";"Gijzelbrechtegem";"BEL"
"881";"9860";"Gijzenzele";"BEL"
"882";"6060";"Gilly (Charleroi)";"BEL"
"883";"5680";"Gimn?e";"BEL"
"884";"3890";"Gingelom";"BEL"
"885";"8470";"Gistel";"BEL"
"886";"8830";"Gits";"BEL"
"887";"7041";"Givry";"BEL"
"888";"1473";"Glabais";"BEL"
"889";"3380";"Glabbeek-Zuurbemde";"BEL"
"890";"4000";"Glain";"BEL"
"891";"4400";"Gleixhe";"BEL"
"892";"1315";"Glimes";"BEL"
"893";"4690";"Glons";"BEL"
"894";"5680";"Gochen?e";"BEL"
"895";"7160";"Godarville";"BEL"
"896";"5530";"Godinne";"BEL"
"897";"9620";"Godveerdegem";"BEL"
"898";"4834";"Go?";"BEL"
"899";"9500";"Goeferdinge";"BEL"
"900";"7040";"Goegnies-Chauss?e";"BEL"
"901";"5353";"Goesnes";"BEL"
"902";"3300";"Goetsenhoven";"BEL"
"903";"4140";"Gomz?-Andoumont";"BEL"
"904";"7830";"Gondregnies";"BEL"
"905";"5660";"Gonrieux";"BEL"
"906";"9090";"Gontrode";"BEL"
"907";"1755";"Gooik";"BEL"
"908";"3803";"Gorsem";"BEL"
"909";"3840";"Gors-Opleeuw";"BEL"
"910";"6041";"Gosselies";"BEL"
"911";"3840";"Gotem";"BEL"
"912";"9800";"Gottem";"BEL"
"913";"7070";"Gottignies";"BEL"
"914";"6280";"Gougnies";"BEL"
"915";"5651";"Gourdinne";"BEL"
"916";"6030";"Goutroux";"BEL"
"917";"6670";"Gouvy";"BEL"
"918";"6181";"Gouy-lez-Pi?ton";"BEL"
"919";"6534";"Goz?e";"BEL"
"920";"4460";"Gr?ce-Berleur";"BEL"
"921";"4460";"Gr?ce-Hollogne";"BEL"
"922";"5555";"Graide";"BEL"
"923";"9800";"Grammene";"BEL"
"924";"4300";"Grand-Axhe";"BEL"
"925";"7973";"Grandglise";"BEL"
"926";"4280";"Grand-Hallet";"BEL"
"927";"6698";"Grand-Halleux";"BEL"
"928";"6940";"Grandhan";"BEL"
"929";"5031";"Grand-Leez";"BEL"
"930";"5030";"Grand-Manil";"BEL"
"931";"6960";"Grandmenil";"BEL"
"932";"7900";"Grandmetz";"BEL"
"933";"4650";"Grand-Rechain";"BEL"
"934";"6560";"Grand-Reng";"BEL"
"935";"6470";"Grandrieu";"BEL"
"936";"1367";"Grand-Rosi?re-Hottomont";"BEL"
"937";"4360";"Grandville";"BEL"
"938";"6840";"Grandvoir";"BEL"
"939";"6840";"Grapfontaine";"BEL"
"940";"7830";"Graty";"BEL"
"941";"5640";"Graux";"BEL"
"942";"3450";"Grazen";"BEL"
"943";"9200";"Grembergen";"BEL"
"944";"1390";"Grez-Doiceau";"BEL"
"945";"1850";"Grimbergen";"BEL"
"946";"9506";"Grimminge";"BEL"
"947";"4030";"Grivegn?e";"BEL"
"948";"2280";"Grobbendonk";"BEL"
"949";"1702";"Groot-Bijgaarden";"BEL"
"950";"3800";"Groot-Gelmen";"BEL"
"951";"3840";"Groot-Loon";"BEL"
"952";"7950";"Grosage";"BEL"
"953";"5555";"Gros-Fays";"BEL"
"954";"3990";"Grote-Brogel";"BEL"
"955";"9620";"Grotenberge";"BEL"
"956";"3740";"Grote-Spouwen";"BEL"
"957";"3670";"Gruitrode";"BEL"
"958";"6952";"Grune";"BEL"
"959";"6927";"Grupont";"BEL"
"960";"7620";"Guignies";"BEL"
"961";"3723";"Guigoven";"BEL"
"962";"6704";"Guirsch";"BEL"
"963";"8560";"Gullegem";"BEL"
"964";"3870";"Gutschoven";"BEL"
"965";"3150";"Haacht";"BEL"
"966";"9450";"Haaltert";"BEL"
"967";"9120";"Haasdonk";"BEL"
"968";"3053";"Haasrode";"BEL"
"969";"6720";"Habay";"BEL"
"970";"6720";"Habay-la-Neuve";"BEL"
"971";"6723";"Habay-la-Vieille";"BEL"
"972";"6782";"Habergy";"BEL"
"973";"4684";"Haccourt";"BEL"
"974";"6720";"Hachy";"BEL"
"975";"7911";"Hacquegnies";"BEL"
"976";"1130";"Haren (Bruxelles)";"BEL"
"977";"5351";"Haillot";"BEL"
"978";"7100";"Haine-Saint-Paul";"BEL"
"979";"7100";"Haine-Saint-Pierre";"BEL"
"980";"7350";"Hainin";"BEL"
"981";"3300";"Hakendover";"BEL"
"982";"6792";"Halanzy";"BEL"
"983";"3545";"Halen";"BEL"
"984";"2220";"Hallaar";"BEL"
"985";"1500";"Halle";"BEL"
"986";"2980";"Halle (Kempen)";"BEL"
"987";"3440";"Halle-Booienhoven";"BEL"
"988";"6986";"Halleux";"BEL"
"989";"6922";"Halma";"BEL"
"990";"3800";"Halmaal";"BEL"
"991";"5340";"Haltinne";"BEL"
"992";"3945";"Ham";"BEL"
"993";"6840";"Hamipr?";"BEL"
"994";"1785";"Hamme (Bt.)";"BEL"
"995";"9220";"Hamme (O.-Vl.)";"BEL"
"996";"1320";"Hamme-Mille";"BEL"
"997";"4180";"Hamoir";"BEL"
"998";"5360";"Hamois";"BEL"
"999";"3930";"Hamont";"BEL"
"1000";"3930";"Hamont-Achel";"BEL"
"1001";"6990";"Hampteau";"BEL"
"1002";"6120";"Ham-sur-Heure";"BEL"
"1003";"6120";"Ham-sur-Heure-Nalinnes";"BEL"
"1004";"5190";"Ham-sur-Sambre";"BEL"
"1005";"8610";"Handzame";"BEL"
"1006";"4357";"Haneffe";"BEL"
"1007";"4210";"Hann?che";"BEL"
"1008";"4280";"Hannut";"BEL"
"1009";"5310";"Hanret";"BEL"
"1010";"9850";"Hansbeke";"BEL"
"1011";"5580";"Han-sur-Lesse";"BEL"
"1012";"6560";"Hantes-Wih?ries";"BEL"
"1013";"5621";"Hanzinelle";"BEL"
"1014";"5621";"Hanzinne";"BEL"
"1015";"7321";"Harchies";"BEL"
"1016";"8530";"Harelbeke";"BEL"
"1017";"3840";"Haren (Borgloon)";"BEL"
"1018";"1130";"Haren (Brussel)";"BEL"
"1019";"3700";"Haren (Tongeren)";"BEL"
"1020";"6900";"Hargimont";"BEL"
"1021";"7022";"Harmignies";"BEL"
"1022";"6767";"Harnoncourt";"BEL"
"1023";"6960";"Harre";"BEL"
"1024";"6950";"Harsin";"BEL"
"1025";"7022";"Harveng";"BEL"
"1026";"4920";"Harz?";"BEL"
"1027";"3500";"Hasselt";"BEL"
"1028";"5540";"Hasti?re";"BEL"
"1029";"5540";"Hasti?re-Lavaux";"BEL"
"1030";"5541";"Hasti?re-par-Del?";"BEL"
"1031";"6870";"Hatrival";"BEL"
"1032";"7120";"Haulchin";"BEL"
"1033";"4730";"Hauset";"BEL"
"1034";"6929";"Haut-Fays";"BEL"
"1035";"1461";"Haut-Ittre";"BEL"
"1036";"5537";"Haut-le-Wastia";"BEL"
"1037";"7334";"Hautrage";"BEL"
"1038";"7041";"Havay";"BEL"
"1039";"5370";"Havelange";"BEL"
"1040";"5590";"Haversin";"BEL"
"1041";"7531";"Havinnes";"BEL"
"1042";"7021";"Havr?";"BEL"
"1043";"3940";"Hechtel";"BEL"
"1044";"3940";"Hechtel-Eksel";"BEL"
"1045";"5543";"Heer";"BEL"
"1046";"3870";"Heers";"BEL"
"1047";"3740";"Hees";"BEL"
"1048";"8551";"Heestert";"BEL"
"1049";"2801";"Heffen";"BEL"
"1050";"1670";"Heikruis";"BEL"
"1051";"2830";"Heindonk";"BEL"
"1052";"6700";"Heinsch";"BEL"
"1053";"8301";"Heist-aan-Zee";"BEL"
"1054";"2220";"Heist-op-den-Berg";"BEL"
"1055";"1790";"Hekelgem";"BEL"
"1056";"3870";"Heks";"BEL"
"1057";"8587";"Helchin";"BEL"
"1058";"3530";"Helchteren";"BEL"
"1059";"9450";"Heldergem";"BEL"
"1060";"1357";"H?l?cine";"BEL"
"1061";"3440";"Helen-Bos";"BEL"
"1062";"8587";"Helkijn";"BEL"
"1063";"7830";"Hellebecq";"BEL"
"1064";"9571";"Hemelveerdegem";"BEL"
"1065";"2620";"Hemiksem";"BEL"
"1066";"5380";"Hemptinne (Fernelmont)";"BEL"
"1067";"5620";"Hemptinne-lez-Florennes";"BEL"
"1068";"3840";"Hendrieken";"BEL"
"1069";"3700";"Henis";"BEL"
"1070";"7090";"Hennuy?res";"BEL"
"1071";"4841";"Henri-Chapelle";"BEL"
"1072";"7090";"Henripont";"BEL"
"1073";"7350";"Hensies";"BEL"
"1074";"3971";"Heppen";"BEL"
"1075";"4771";"Heppenbach";"BEL"
"1076";"6220";"Heppignies";"BEL"
"1077";"6887";"Herbeumont";"BEL"
"1078";"7050";"Herchies";"BEL"
"1079";"3770";"Herderen";"BEL"
"1080";"9310";"Herdersem";"BEL"
"1081";"3020";"Herent";"BEL"
"1082";"2200";"Herentals";"BEL"
"1083";"2270";"Herenthout";"BEL"
"1084";"1540";"Herfelingen";"BEL"
"1085";"4728";"Hergenrath";"BEL"
"1086";"7742";"H?rinnes-lez-Pecq";"BEL"
"1087";"3540";"Herk-de-Stad";"BEL"
"1088";"4681";"Hermalle-sous-Argenteau";"BEL"
"1089";"4480";"Hermalle-sous-Huy";"BEL"
"1090";"4680";"Herm?e";"BEL"
"1091";"5540";"Hermeton-sur-Meuse";"BEL"
"1092";"1540";"Herne";"BEL"
"1093";"4217";"H?ron";"BEL"
"1094";"7911";"Herquegies";"BEL"
"1095";"7712";"Herseaux";"BEL"
"1096";"2230";"Herselt";"BEL"
"1097";"4040";"Herstal";"BEL"
"1098";"3717";"Herstappe";"BEL"
"1099";"7522";"Hertain";"BEL"
"1100";"3831";"Herten";"BEL"
"1101";"8020";"Hertsberge";"BEL"
"1102";"4650";"Herve";"BEL"
"1103";"9550";"Herzele";"BEL"
"1104";"8501";"Heule";"BEL"
"1105";"5377";"Heure (Nam.)";"BEL"
"1106";"4682";"Heure-le-Romain";"BEL"
"1107";"9700";"Heurne";"BEL"
"1108";"3550";"Heusden (Limb.)";"BEL"
"1109";"9070";"Heusden (O.-Vl.)";"BEL"
"1110";"3550";"Heusden-Zolder";"BEL"
"1111";"4802";"Heusy";"BEL"
"1112";"8950";"Heuvelland";"BEL"
"1113";"3191";"Hever";"BEL"
"1114";"3001";"Heverlee";"BEL"
"1115";"1435";"H?villers";"BEL"
"1116";"6941";"Heyd";"BEL"
"1117";"9550";"Hillegem";"BEL"
"1118";"2880";"Hingene";"BEL"
"1119";"5380";"Hingeon";"BEL"
"1120";"6984";"Hives";"BEL"
"1121";"2660";"Hoboken (Antwerpen)";"BEL"
"1122";"4351";"Hodeige";"BEL"
"1123";"6987";"Hodister";"BEL"
"1124";"4162";"Hody";"BEL"
"1125";"3320";"Hoegaarden";"BEL"
"1126";"1560";"Hoeilaart";"BEL"
"1127";"8340";"Hoeke";"BEL"
"1128";"3746";"Hoelbeek";"BEL"
"1129";"3471";"Hoeleden";"BEL"
"1130";"3840";"Hoepertingen";"BEL"
"1131";"3730";"Hoeselt";"BEL"
"1132";"2940";"Hoevenen";"BEL"
"1133";"1981";"Hofstade (Bt.)";"BEL"
"1134";"9308";"Hofstade (O.-Vl.)";"BEL"
"1135";"5377";"Hogne";"BEL"
"1136";"4342";"Hognoul";"BEL"
"1137";"7620";"Hollain";"BEL"
"1138";"6637";"Hollange";"BEL"
"1139";"8902";"Hollebeke";"BEL"
"1140";"4460";"Hollogne-aux-Pierres";"BEL"
"1141";"4250";"Hollogne-sur-Geer";"BEL"
"1142";"3220";"Holsbeek";"BEL"
"1143";"2811";"Hombeek";"BEL"
"1144";"4852";"Hombourg";"BEL"
"1145";"6640";"Hompr?";"BEL"
"1146";"6780";"Hondelange";"BEL"
"1147";"5570";"Honnay";"BEL"
"1148";"7387";"Honnelles";"BEL"
"1149";"8830";"Hooglede";"BEL"
"1150";"8690";"Hoogstade";"BEL"
"1151";"2320";"Hoogstraten";"BEL"
"1152";"9667";"Horebeke";"BEL"
"1153";"4460";"Horion-Hoz?mont";"BEL"
"1154";"7301";"Hornu";"BEL"
"1155";"3870";"Horpmaal";"BEL"
"1156";"7060";"Horrues";"BEL"
"1157";"6990";"Hotton";"BEL"
"1158";"6724";"Houdemont";"BEL"
"1159";"7110";"Houdeng-Aimeries";"BEL"
"1160";"7110";"Houdeng-Goegnies (La Louvi?re)";"BEL"
"1161";"5575";"Houdremont";"BEL"
"1162";"6660";"Houffalize";"BEL"
"1163";"5563";"Hour";"BEL"
"1164";"4671";"Housse";"BEL"
"1165";"7812";"Houtaing";"BEL"
"1166";"1476";"Houtain-le-Val";"BEL"
"1167";"4682";"Houtain-Saint-Sim?on";"BEL"
"1168";"8377";"Houtave";"BEL"
"1169";"8630";"Houtem (W.-Vl.)";"BEL"
"1170";"3530";"Houthalen";"BEL"
"1171";"3530";"Houthalen-Helchteren";"BEL"
"1172";"7781";"Houthem (Comines)";"BEL"
"1173";"8650";"Houthulst";"BEL"
"1174";"2235";"Houtvenne";"BEL"
"1175";"3390";"Houwaart";"BEL"
"1176";"5530";"Houx";"BEL"
"1177";"5560";"Houyet";"BEL"
"1178";"2540";"Hove";"BEL"
"1179";"7830";"Hoves (Ht.)";"BEL"
"1180";"7624";"Howardries";"BEL"
"1181";"4520";"Huccorgne";"BEL"
"1182";"9750";"Huise";"BEL"
"1183";"7950";"Huissignies";"BEL"
"1184";"1654";"Huizingen";"BEL"
"1185";"3040";"Huldenberg";"BEL"
"1186";"2235";"Hulshout";"BEL"
"1187";"5560";"Hulsonniaux";"BEL"
"1188";"8531";"Hulste";"BEL"
"1189";"6900";"Humain";"BEL"
"1190";"1851";"Humbeek";"BEL"
"1191";"9630";"Hundelgem";"BEL"
"1192";"1367";"Huppaye";"BEL"
"1193";"4500";"Huy";"BEL"
"1194";"7022";"Hyon";"BEL"
"1195";"8480";"Ichtegem";"BEL"
"1196";"9472";"Iddergem";"BEL"
"1197";"9506";"Idegem";"BEL"
"1198";"8900";"Ieper";"BEL"
"1199";"9340";"Impe";"BEL"
"1200";"1315";"Incourt";"BEL"
"1201";"8770";"Ingelmunster";"BEL"
"1202";"8570";"Ingooigem";"BEL"
"1203";"1041";"International Press Center";"BEL"
"1204";"7801";"Irchonwelz";"BEL"
"1205";"7822";"Isi?res";"BEL"
"1206";"5032";"Isnes";"BEL"
"1207";"2222";"Itegem";"BEL"
"1208";"1701";"Itterbeek";"BEL"
"1209";"1460";"Ittre";"BEL"
"1210";"4400";"Ivoz-Ramet";"BEL"
"1211";"1050";"Ixelles";"BEL"
"1212";"8870";"Izegem";"BEL"
"1213";"6810";"Izel";"BEL"
"1214";"8691";"Izenberge";"BEL"
"1215";"6941";"Izier";"BEL"
"1216";"8490";"Jabbeke";"BEL"
"1217";"4845";"Jalhay";"BEL"
"1218";"5354";"Jallet";"BEL"
"1219";"5600";"Jamagne";"BEL"
"1220";"5100";"Jambes (Namur)";"BEL"
"1221";"5600";"Jamiolle";"BEL"
"1222";"6120";"Jamioulx";"BEL"
"1223";"6810";"Jamoigne";"BEL"
"1224";"1350";"Jandrain-Jandrenouille";"BEL"
"1225";"1350";"Jauche";"BEL"
"1226";"1370";"Jauchelette";"BEL"
"1227";"5570";"Javingue";"BEL"
"1228";"4540";"Jehay";"BEL"
"1229";"6880";"Jehonville";"BEL"
"1230";"7012";"Jemappes";"BEL"
"1231";"5580";"Jemelle";"BEL"
"1232";"4101";"Jemeppe-sur-Meuse";"BEL"
"1233";"5190";"Jemeppe-sur-Sambre";"BEL"
"1234";"4357";"Jeneffe (Lg.)";"BEL"
"1235";"5370";"Jeneffe (Nam.)";"BEL"
"1236";"3840";"Jesseren (Kolmont)";"BEL"
"1237";"1090";"Jette";"BEL"
"1238";"3890";"Jeuk";"BEL"
"1239";"1370";"Jodoigne";"BEL"
"1240";"1370";"Jodoigne-Souveraine";"BEL"
"1241";"7620";"Jollain-Merlin";"BEL"
"1242";"6280";"Joncret";"BEL"
"1243";"4650";"Jul?mont";"BEL"
"1244";"6040";"Jumet (Charleroi)";"BEL"
"1245";"4020";"Jupille-sur-Meuse";"BEL"
"1246";"4450";"Juprelle";"BEL"
"1247";"7050";"Jurbise";"BEL"
"1248";"6642";"Juseret";"BEL"
"1249";"8600";"Kaaskerke";"BEL"
"1250";"8870";"Kachtem";"BEL"
"1251";"3293";"Kaggevinne";"BEL"
"1252";"7540";"Kain";"BEL"
"1253";"9270";"Kalken";"BEL"
"1254";"9120";"Kallo (Beveren-Waas)";"BEL"
"1255";"9130";"Kallo (Kieldrecht)";"BEL"
"1256";"2920";"Kalmthout";"BEL"
"1257";"1008";"Kamer van Volksvertegenwoordigers";"BEL"
"1258";"1910";"Kampenhout";"BEL"
"1259";"8700";"Kanegem";"BEL"
"1260";"3770";"Kanne";"BEL"
"1261";"2950";"Kapellen (Antw.)";"BEL"
"1262";"3381";"Kapellen (Bt.)";"BEL"
"1263";"1880";"Kapelle-op-den-Bos";"BEL"
"1264";"9970";"Kaprijke";"BEL"
"1265";"8572";"Kaster";"BEL"
"1266";"2460";"Kasterlee";"BEL"
"1267";"3950";"Kaulille";"BEL"
"1268";"3140";"Keerbergen";"BEL"
"1269";"8600";"Keiem";"BEL"
"1270";"4720";"Kelmis";"BEL"
"1271";"4367";"Kemexhe";"BEL"
"1272";"8956";"Kemmel";"BEL"
"1273";"9190";"Kemzeke";"BEL"
"1274";"8581";"Kerkhove";"BEL"
"1275";"3370";"Kerkom";"BEL"
"1276";"3800";"Kerkom-bij-Sint-Truiden";"BEL"
"1277";"9451";"Kerksken";"BEL"
"1278";"3510";"Kermt (Hasselt)";"BEL"
"1279";"3840";"Kerniel";"BEL"
"1280";"3472";"Kersbeek-Miskom";"BEL"
"1281";"2560";"Kessel";"BEL"
"1282";"3010";"Kessel-Lo (Leuven)";"BEL"
"1283";"3640";"Kessenich";"BEL"
"1284";"1755";"Kester";"BEL"
"1285";"4701";"Kettenis";"BEL"
"1286";"5060";"Keumi?e";"BEL"
"1287";"9130";"Kieldrecht (Beveren)";"BEL"
"1288";"3640";"Kinrooi";"BEL"
"1289";"3990";"Kleine-Brogel";"BEL"
